,Symbol,Name
4821,KZIA,Kazia Therapeutics Limited
4822,KBLM,KBL Merger  IV
4823,KBLMR,KBL Merger  IV
4824,KBLMU,KBL Merger  IV
4825,KBLMW,KBL Merger  IV
4826,KBSF,KBS Fashion Group Limited
4827,KCAP,KCAP Financial
4828,KCAPL,KCAP Financial
4829,KRNY,Kearny Financial
4830,KELYA,Kelly Services
4831,KELYB,Kelly Services
4832,KMPH,KemPharm
4833,KFFB,Kentucky First Federal Ban
4834,KERX,Keryx Biopharmaceuticals
4835,KEQU,Kewaunee Scientific
4836,KTEC,Key Technology
4837,KTCC,Key Tronic
4838,KFRC,Kforce
4839,KE,Kimball Electronics
4840,KBAL,Kimball International
4841,KIN,Kindred Biosciences
4842,KGJI,Kingold Jewelry
4843,KINS,Kingstone panies
4844,KONE,Kingtone Wirelessinfo Solution Holding Ltd
4845,KNSL,Kinsale Capital Group
4846,KIRK,Kirkland39s
4847,KTOV,Kitov Pharmaceuticals Holdings Ltd
4848,KTOVW,Kitov Pharmaceuticals Holdings Ltd
4849,KLAC,KLATencor
4850,KLXI,KLX
4851,KONA,Kona Grill
4852,KOPN,Kopin
4853,KRNT,Kornit Digital Ltd
4854,KOSS,Koss
4855,KWEB,KraneShares  KraneShares CSI China Internet ETF
4856,KTOS,Kratos Defense  Security Solutions
4857,KRYS,Krystal Biotech
4858,KLIC,Kulicke and Soffa Industries
4859,KURA,Kura Oncology
4860,KVHI,KVH Industries
4861,FSTR,LB Foster pany
4862,LJPC,La Jolla Pharmaceutical pany
4863,LSBK,Lake Shore Ban
4864,LBAI,Lakeland Ban
4865,LKFN,Lakeland Financial
4866,LAKE,Lakeland Industries
4867,LRCX,Lam Research
4868,LAMR,Lamar Advertising pany
4869,LANC,Lancaster Colony
4870,LCA,Landcadia Holdings
4871,LCAHU,Landcadia Holdings
4872,LCAHW,Landcadia Holdings
4873,LNDC,Landec
4874,LARK,Landmark Ban
4875,LMRK,Landmark Infrastructure Partners LP
4876,LMRKO,Landmark Infrastructure Partners LP
4877,LMRKP,Landmark Infrastructure Partners LP
4878,LE,Lands39 End
4879,LSTR,Landstar System
4880,LNTH,Lantheus Holdings
4881,LTRX,Lantronix
4882,LSCC,Lattice Semiconductor
4883,LAUR,Laureate Education
4884,LAWS,Lawson Products
4885,LAYN,Layne Christensen pany
4886,LCNB,LCNB
4887,LBIX,Leading Brands
4888,LPTX,LEAP THERAPEUTICS
4889,LGCY,Legacy Reserves LP
4890,LGCYO,Legacy Reserves LP
4891,LGCYP,Legacy Reserves LP
4892,LTXB,LegacyTexas Financial Group
4893,DDBI,Legg Mason Developed EXUS Diversified Core ETF
4894,EDBI,Legg Mason Emerging Markets Diversified Core ETF
4895,INFR,Legg Mason Global Infrastructure ETF
4896,LVHD,Legg Mason Low Volatility High Dividend ETF
4897,SQLV,Legg Mason SmallCap Quality Value ETF
4898,UDBI,Legg Mason US Diversified Core ETF
4899,LACQ,Leisure Acquisition
4900,LACQU,Leisure Acquisition
4901,LACQW,Leisure Acquisition
4902,LMAT,LeMaitre Vascular
4903,TREE,LendingTree
4904,LXRX,Lexicon Pharmaceuticals
4905,LX,LexinFintech Holdings Ltd
4906,LGIH,LGI Homes
4907,LHCG,LHC Group
4908,LLIT,Lianluo Smart Limited
4909,LBRDA,Liberty Broadband
4910,LBRDK,Liberty Broadband
4911,LEXEA,Liberty Expedia Holdings
4912,LEXEB,Liberty Expedia Holdings
4913,LBTYA,Liberty Global plc
4914,LBTYB,Liberty Global plc
4915,LBTYK,Liberty Global plc
4916,LVNTA,Liberty Interactive
4917,LVNTB,Liberty Interactive
4918,QVCA,Liberty Interactive
4919,QVCB,Liberty Interactive
4920,LILA,Liberty Latin America Ltd
4921,LILAK,Liberty Latin America Ltd
4922,BATRA,Liberty Media
4923,BATRK,Liberty Media
4924,FWONA,Liberty Media
4925,FWONK,Liberty Media
4926,LSXMA,Liberty Media
4927,LSXMB,Liberty Media
4928,LSXMK,Liberty Media
4929,TAX,Liberty Tax
4930,LTRPA,Liberty TripAdvisor Holdings
4931,LTRPB,Liberty TripAdvisor Holdings
4932,LPNT,LifePoint Health
4933,LCUT,Lifetime Brands
4934,LFVN,Lifevantage
4935,LWAY,Lifeway Foods
4936,LGND,Ligand Pharmaceuticals orporated
4937,LTBR,Lightbridge
4938,LPTH,LightPath Technologies
4939,LLEX,Lilis Energy
4940,LMB,Limbach Holdings
4941,LLNW,Limelight Networks
4942,LMNR,Limoneira Co
4943,LINC,Loln Educational Services
4944,LECO,Loln Electric Holdings
4945,LIND,Lindblad Expeditions Holdings
4946,LINDW,Lindblad Expeditions Holdings
4947,LINU,LiNiu Technology Group
4948,LPCN,Lipocine
4949,LQDT,Liquidity Services
4950,LFUS,Littelfuse
4951,LIVN,LivaNova PLC
4952,LOB,Live Oak Bancshares
4953,LIVE,Live Ventures orporated
4954,LPSN,LivePerson
4955,LKQ,LKQ
4956,LMFA,LM ing America
4957,LMFAW,LM ing America
4958,LOGI,Logitech International SA
4959,LOGM,LogMein
4960,CNCR,Loncar Cancer Immunotherapy ETF
4961,LONE,Lonestar Resources US
4962,LBCC,Long Blockchain
4963,LFIN,LongFin
4964,LOOP,Loop Industries
4965,LORL,Loral Space and munications
4966,LOXO,Loxo Oncology
4967,LPLA,LPL Financial Holdings
4968,LRAD,LRAD
4969,LYTS,LSI Industries
4970,LULU,lululemon athletica
4971,LITE,Lumentum Holdings
4972,LMNX,Luminex
4973,LUNA,Luna Innovations orporated
4974,LBC,Luther Burbank
4975,MBTF,M B T Financial
4976,MACQ,M I Acquisitions
4977,MACQU,M I Acquisitions
4978,MACQW,M I Acquisitions
4979,MIII,M III Acquisition
4980,MIIIU,M III Acquisition
4981,MIIIW,M III Acquisition
4982,MBVX,MabVax Therapeutics Holdings
4983,MCBC,Macatawa Bank
4984,MFNC,Mackinac Financial
4985,MTSI,MA Technology Solutions Holdings
4986,MGNX,MacroGenics
4987,MDGL,Madrigal Pharmaceuticals
4988,MAGS,Magal Security Systems Ltd
4989,MGLN,Magellan Health
4990,MGIC,Magic Software Enterprises Ltd
4991,CALL,magicJack VocalTec Ltd
4992,MNGA,MagneGas
4993,MGYR,Magyar Ban
4994,MHLD,Maiden Holdings Ltd
4995,MSFG,MainSource Financial Group
4996,MMYT,MakeMyTrip Limited
4997,MBUU,Malibu Boats
4998,MLVF,Malvern Ban
4999,MAMS,MAM Software Group
5000,TUSK,Mammoth Energy Services
5001,MANH,Manhattan Associates
5002,LOAN,Manhattan Bridge Capital
5003,MNTX,Manitex International
5004,MTEX,Mannatech orporated
5005,MNKD,MannKind
5006,MANT,ManTech International
5007,MARA,Marathon Patent Group
5008,MCHX,Marchex
5009,MARPS,Marine Petroleum
5010,MRNS,Marinus Pharmaceuticals
5011,MKTX,MarketAxess Holdings
5012,MRLN,Marlin Business Services
5013,MAR,Marriott International
5014,MBII,Marrone Bio Innovations
5015,MRTN,Marten Transport Ltd
5016,MMLP,Martin Midstream Partners LP
5017,MRVL,Marvell Technology Group Ltd
5018,MASI,Masimo
5019,MTCH,Match Group
5020,MTLS,Materialise NV
5021,MPAC,Matlin  Partners Acquisition
5022,MPACU,Matlin  Partners Acquisition
5023,MPACW,Matlin  Partners Acquisition
5024,MTRX,Matrix Service pany
5025,MAT,Mattel
5026,MATR,Mattersight
5027,MATW,Matthews International
5028,MXIM,Maxim Integrated Products
5029,MXWL,Maxwell Technologies
5030,MZOR,Mazor Robotics Ltd
5031,MBFI,MB Financial
5032,MBFIO,MB Financial
5033,MBFIP,MB Financial
5034,MCFT,MCBC Holdings
5035,MGRC,McGrath Rent
5036,MDCA,MDC Partners
5037,MFIN,Medallion Financial
5038,MFINL,Medallion Financial
5039,MTBC,Medical Transcription Billing
5040,MTBCP,Medical Transcription Billing
5041,MNOV,MediciNova
5042,MDSO,Medidata Solutions
5043,MDGS,Medigus Ltd
5044,MDWD,MediWound Ltd
5045,MEDP,Medpace Holdings
5046,MEIP,MEI Pharma
5047,MLCO,Melco Resorts  Entertainment Limited
5048,MLNT,Melinta Therapeutics
5049,MLNX,Mellanox Technologies Ltd
5050,MELR,Melrose Ban
5051,MTSL,MER Telemanagement Solutions Ltd
5052,MELI,MercadoLibre
5053,MBWM,Mercantile Bank
5054,MERC,Mercer International
5055,MBIN,Merchants Ban
5056,MRCY,Mercury Systems
5057,EBSB,Meridian Ban
5058,MRBK,Meridian Bank
5059,VIVO,Meridian Bioscience
5060,MRDN,Meridian Waste Solutions
5061,MRDNW,Meridian Waste Solutions
5062,MMSI,Merit Medical Systems
5063,MACK,Merrimack Pharmaceuticals
5064,MRSN,Mersana Therapeutics
5065,MRUS,Merus NV
5066,MLAB,Mesa Laboratories
5067,MESO,Mesoblast Limited
5068,CASH,Meta Financial Group
5069,MEOH,Methanex
5070,MGEE,MGE Energy
5071,MGPI,MGP Ingredients
5072,MBOT,Microbot Medical
5073,MCHP,Microchip Technology orporated
5074,MU,Micron Technology
5075,MICT,Micronet Enertec Technologies
5076,MICTW,Micronet Enertec Technologies
5077,MSCC,Microsemi
5078,MSFT,Microsoft
5079,MSTR,MicroStrategy orporated
5080,MVIS,Microvision
5081,MPB,Mid Penn Ban
5082,MTP,Midatech Pharma PLC
5083,MCEP,MidCon Energy Partners LP
5084,MBCN,Middlefield Banc
5085,MSEX,Middlesex Water pany
5086,MSBI,Midland States Ban
5087,MOFG,MidWestOne Financial Group
5088,MIME,Mimecast Limited
5089,MDXG,MiMedx Group
5090,MNDO,MIND CTI Ltd
5091,MB,MINDBODY
5092,NERV,Minerva Neurosciences
5093,MGEN,Miragen Therapeutics
5094,MRTX,Mirati Therapeutics
5095,MSON,MISONIX
5096,MIND,Mitcham Industries
5097,MINDP,Mitcham Industries
5098,MITK,Mitek Systems
5099,MITL,Mitel Networks
5100,MKSI,MKS Instruments
5101,MMAC,MMA Capital Management LLC
5102,MINI,Mobile Mini
5103,MOBL,MobileIron
5104,MMDM,Modern Media Acquisition
5105,MMDMR,Modern Media Acquisition
5106,MMDMU,Modern Media Acquisition
5107,MMDMW,Modern Media Acquisition
5108,MLNK,ModusLink Global Solutions
5109,MTEM,Molecular Templates
5110,MBRX,Moleculin Biotech
5111,MNTA,Momenta Pharmaceuticals
5112,MOMO,Momo
5113,MCRI,Monarch Casino  Resort
5114,MDLZ,Mondelez International
5115,MGI,Moneygram International
5116,MDB,MongoDB
5117,MPWR,Monolithic Power Systems
5118,TYPE,Monotype Imaging Holdings
5119,MNRO,Monro
5120,MRCC,Monroe Capital
5121,MNST,Monster Beverage
5122,MSDI,Monster Digital
5123,MSDIW,Monster Digital
5124,MORN,Morningstar
5125,MOSY,MoSys
5126,MTFB,Motif Bio plc
5127,MTFBW,Motif Bio plc
5128,MPAA,Motorcar Parts of America
5129,MPVD,Mountain Prove Diamonds
5130,MOXC,Moxian
5131,MSBF,MSB Financial
5132,MTGE,MTGE Investment
5133,MTGEP,MTGE Investment
5134,MTSC,MTS Systems
5135,LABL,MultiColor
5136,MBIO,Mustang Bio
5137,MFSF,MutualFirst Financial
5138,MVBF,MVB Financial
5139,MYSZ,My Size
5140,MYL,Mylan NV
5141,MYND,MYnd Analytics
5142,MYNDW,MYnd Analytics
5143,MYOK,MyoKardia
5144,MYOS,MYOS RENS Technology
5145,MYRG,MYR Group
5146,MYGN,Myriad Genetics
5147,NBRV,Nabriva Therapeutics plc
5148,NAKD,Naked Brand Group
5149,NNDM,Nano Dimension Ltd
5150,NANO,Nanometrics orporated
5151,NSTG,NanoString Technologies
5152,NAOV,NanoVibronix
5153,NH,NantHealth
5154,NK,NantKwest
5155,NSSC,NAPCO Security Technologies
5156,NDAQ,Nasdaq
5157,NTRA,Natera
5158,NATH,Nathan39s Famous
5159,NAUH,National American University Holdings
5160,NKSH,National Bankshares
5161,FIZZ,National Beverage
5162,NCMI,National CineMedia
5163,NCOM,National merce
5164,NESR,National Energy Services Reunited
5165,NESRW,National Energy Services Reunited
5166,NGHC,National General Holdings
5167,NGHCN,National General Holdings
5168,NGHCO,National General Holdings
5169,NGHCP,National General Holdings
5170,NGHCZ,National General Holdings
5171,NHLD,National Holdings
5172,NHLDW,National Holdings
5173,NATI,National Instruments
5174,NRCIA,National Research
5175,NRCIB,National Research
5176,NSEC,National Security Group
5177,EYE,National Vision Holdings
5178,NWLI,National Western Life Group
5179,NAII,Natural Alternatives International
5180,NHTC,Natural Health Trends
5181,NATR,Nature39s Sunshine Products
5182,BABY,Natus Medical orporated
5183,ISM,Navient
5184,JSM,Navient
5185,NAVI,Navient
5186,NBTB,NBT Ban
5187,NCSM,NCS Multistage Holdings
5188,NKTR,Nektar Therapeutics
5189,NEOG,Neogen
5190,NEO,NeoGenomics
5191,NEON,Neonode
5192,NEOS,Neos Therapeutics
5193,NEOT,Neothetics
5194,NVCN,Neovasc
5195,NEPT,Neptune Technologies  Bioresources
5196,UEPS,Net 1 UEPS Technologies
5197,NETE,Net Element
5198,NTAP,NetApp
5199,NTES,NetEase
5200,NFLX,Netflix
5201,NTGR,NETGEAR
5202,NLST,Netlist
5203,NTCT,NetScout Systems
5204,NTWK,NetSol Technologies
5205,CUR,Neuralstem
5206,NBIX,Neurocrine Biosciences
5207,NURO,NeuroMetrix
5208,NUROW,NeuroMetrix
5209,NTRP,Neurotrope
5210,NBEV,New Age Beverages
5211,NYMT,New York Mortgage
5212,NYMTN,New York Mortgage
5213,NYMTO,New York Mortgage
5214,NYMTP,New York Mortgage
5215,NEWA,Newater Technology
5216,NLNK,NewLink Genetics
5217,NMRK,Newmark Group
5218,NWS,News
5219,NWSA,News
5220,NEWT,Newtek Business Services
5221,NEWTL,Newtek Business Services
5222,NEWTZ,Newtek Business Services
5223,NXEO,Nexeo Solutions
5224,NXEOU,Nexeo Solutions
5225,NXEOW,Nexeo Solutions
5226,NXST,Nexstar Media Group
5227,NEXT,NextDecade
5228,NEXTW,NextDecade
5229,NFEC,NF Energy Saving
5230,NODK,NI Holdings
5231,EGOV,NIC
5232,NICE,NICE Ltd
5233,NICK,Nicholas Financial
5234,NCBS,Nicolet Bankshares
5235,NITE,Nightstar Therapeutics plc
5236,NIHD,NII Holdings
5237,NMIH,NMI Holdings
5238,NNBR,NN
5239,NDLS,Noodles  pany
5240,NDSN,Nordson
5241,NSYS,Nortech Systems orporated
5242,NBN,Northeast Ban
5243,NTIC,Northern Technologies International
5244,NTRS,Northern
5245,NTRSP,Northern
5246,NFBK,Northfield Ban
5247,NRIM,Northrim Ban
5248,NWBI,Northwest Bancshares
5249,NWPX,Northwest Pipe pany
5251,NWFL,Norwood Financial
5252,NVFY,Nova Lifestyle
5253,NVMI,Nova Measuring Instruments Ltd
5254,NOVN,Novan
5255,NOVT,Novanta
5256,NVAX,Novavax
5257,NVLN,Novelion Therapeutics
5258,NVCR,NovoCure Limited
5259,NVUS,Novus Therapeutics
5260,NUAN,Nuance munications
5261,NCNA,NuCana plc
5262,NTNX,Nutanix
5263,NTRI,NutriSystem
5264,NUVA,NuVasive
5265,NVTR,Nuvectra
5266,QQQX,Nuveen NASDAQ 100 Dynamic Overwrite
5267,NVEE,NV5 Global
5268,NVEC,NVE
5269,NVDA,NVIDIA
5270,NXPI,NXP Semiconductors NV
5271,NXTM,NxStage Medical
5272,NXTD,NXTID
5273,NXTDW,NXTID
5274,NYMX,Nymox Pharmaceutical
5275,OIIM,O2Micro International Limited
5276,OVLY,Oak Valley Ban CA
5277,OCSL,Oaktree Specialty Lending
5278,OCSLL,Oaktree Specialty Lending
5279,OCSI,Oaktree Strategic ome
5280,OASM,Oasmia Pharmaceutical AB
5281,OBLN,Obalon Therapeutics
5282,OBSV,ObsEva SA
5283,OBCI,Ocean BioChem
5284,OPTT,Ocean Power Technologies
5285,ORIG,Ocean Rig UDW
5286,OCFC,OceanFirst Financial
5287,OCLR,Oclaro
5288,OFED,Oconee Federal Financial
5289,OCUL,Ocular Therapeutix
5290,ODT,Odonate Therapeutics
5291,OMEX,Odyssey Marine Exploration
5292,ODP,Office Depot
5293,OFS,OFS Capital
5294,OHAI,OHA Investment
5295,OVBC,Ohio Valley Banc
5296,OHRP,Ohr Pharmaceuticals
5297,OKTA,Okta
5298,ODFL,Old Dominion Freight Line
5299,OLBK,Old Line Bancshares
5300,ONB,Old National Ban
5301,OPOF,Old Point Financial
5302,OSBC,Old Second Ban
5303,OSBCP,Old Second Ban
5304,OLLI,Ollie39s Bargain Outlet Holdings
5305,ZEUS,Olympic Steel
5306,OFLX,Omega Flex
5307,OMER,Omeros
5308,OMNT,Ominto
5309,OMCL,Omnicell
5310,ON,ON Semiconductor
5311,OTIV,On Track Innovations Ltd
5312,ONS,Oncobiologics
5313,ONSIW,Oncobiologics
5314,ONSIZ,Oncobiologics
5315,OMED,Oned Pharmaceuticals
5316,ONTX,Onconova Therapeutics
5317,ONTXW,Onconova Therapeutics
5318,ONCS,OncoSec Medical orporated
5319,OHGI,One Horizon Group
5320,OTEX,Open Text
5321,OPGN,OpGen
5322,OPGNW,OpGen
5323,OPHT,Ophthotech
5324,OPNT,Opiant Pharmaceuticals
5325,OPK,Opko Health
5326,OBAS,Optibase Ltd
5327,OCC,Optical Cable
5328,OPHC,OptimumBank Holdings
5329,OPTN,OptiNose
5330,OPB,Opus Bank
5331,ORMP,Oramed Pharmaceuticals
5332,OSUR,OraSure Technologies
5333,ORBC,ORBM
5334,ORBK,Orbotech Ltd
5335,ORLY,O39Reilly Automotive
5336,OREX,Orexigen Therapeutics
5337,ONVO,Organovo Holdings
5338,SEED,Origin Agritech Limited
5339,OACQ,Origo Acquisition
5340,OACQR,Origo Acquisition
5341,OACQU,Origo Acquisition
5342,OACQW,Origo Acquisition
5343,OESX,Orion Energy Systems
5344,ORIT,Oritani Financial
5345,ORRF,Orrstown Financial Services
5346,OFIX,Orthofix International NV
5347,KIDS,OrthoPediatrics
5348,OSIS,OSI Systems
5349,OSPR,Osprey Energy Acquisition
5350,OSPRU,Osprey Energy Acquisition
5351,OSPRW,Osprey Energy Acquisition
5352,OSN,Ossen Innovation Co Ltd
5353,OTEL,Otelco
5354,OTIC,Otonomy
5355,OTTW,Ottawa Ban
5356,OTTR,Otter Tail
5357,OVAS,OvaScience
5358,OSTK,Overstock
5359,OVID,Ovid Therapeutics
5360,OXBR,Oxbridge Re Holdings Limited
5361,OXBRW,Oxbridge Re Holdings Limited
5362,OXFD,Oxford Immunotec Global PLC
5363,OXLC,Oxford Lane Capital
5364,OXLCM,Oxford Lane Capital
5365,OXLCO,Oxford Lane Capital
5366,PFIN,P  F Industries
5367,PTSI,PAM Transportation Services
5368,PCAR,PACCAR
5369,PACB,Pacific Biosciences of California
5370,PEIX,Pacific Ethanol
5371,PMBC,Pacific Mercantile Ban
5372,PPBI,Pacific Premier Ban
5373,PCRX,Pacira Pharmaceuticals
5374,PACW,PacWest Ban
5375,PTIE,Pain Therapeutics
5376,PAAS,Pan American Silver
5377,PANL,Pangaea Logistics Solutions Ltd
5378,PZZA,Papa John39s International
5379,FRSH,Papa Murphy39s Holdings
5380,PBNC,Paragon mercial
5381,PRTK,Paratek Pharmaceuticals
5382,PCYG,Park City Group
5383,PKBK,Parke Ban
5384,PRKR,ParkerVision
5385,PKOH,ParkOhio Holdings
5386,PTNR,Partner munications pany Ltd
5387,PBHC,Pathfinder Ban
5388,PATK,Patrick Industries
5389,PNBK,Patriot National Ban
5390,PATI,Patriot Transportation Holding
5391,PEGI,Pattern Energy Group
5392,PDCO,Patterson panies
5393,PTEN,PattersonUTI Energy
5394,PAVM,PAVmed
5395,PAVMW,PAVmed
5396,PAYX,Paychex
5397,PCTY,Paylocity Holding
5398,PYDS,Payment Data Systems
5399,PYPL,PayPal Holdings
5400,PBBI,PB Ban
5401,CNXN,PC Connection
5402,PCMI,PCM
5403,PCSB,PCSB Financial
5404,PCTI,PCTel
5405,PDCE,PDC Energy
5406,PDFS,PDF Solutions
5407,PDLI,PDL BioPharma
5408,PDLB,PDL munity Ban
5409,PDVW,pdvWireless
5410,SKIS,Peak Resorts
5411,PGC,PeapackGladstone Financial
5412,PEGA,Pegasystems
5413,PENN,Penn National Gaming
5414,PVAC,Penn Virginia
5415,PFLT,PennantPark Floating Rate Capital Ltd
5416,PNNT,PennantPark Investment
5417,PWOD,Penns Woods Ban
5418,WRLS,Pensare Acquisition
5419,WRLSR,Pensare Acquisition
5420,WRLSU,Pensare Acquisition
5421,WRLSW,Pensare Acquisition
5422,PEBO,Peoples Ban
5423,PEBK,Peoples Ban of North Carolina
5424,PFIS,Peoples Financial Services
5425,PBCT,People39s United Financial
5426,PBCTP,People39s United Financial
5427,PUB,People39s Utah Ban
5428,PEP,Pepsico
5429,PRCP,Perceptron
5430,PPHM,Peregrine Pharmaceuticals
5431,PPHMP,Peregrine Pharmaceuticals
5432,PRFT,Perficient
5433,PFMT,Performant Financial
5434,PERI,Perion Network Ltd
5435,PESI,PermaFix Environmental Services
5436,PPIH,PermaPipe International Holdings
5437,PTX,Pernix Therapeutics Holdings
5438,PERY,Perry Ellis International
5439,PGLC,Pershing Gold
5440,PETQ,PetIQ
5441,PETS,PetMed Express
5442,PFSW,PFSweb
5444,PZRX,PhaseRx
5445,PHII,PHI
5446,PHIIK,PHI
5447,PAHC,Phibro Animal Health
5448,PLAB,Photronics
5449,PICO,PICO Holdings
5450,PIRS,Pieris Pharmaceuticals
5451,PPC,Pilgrim39s Pride
5452,PME,Pingtan Marine Enterprise Ltd
5453,PNK,Pinnacle Entertainment
5454,PNFP,Pinnacle Financial Partners
5455,PPSI,Pioneer Power Solutions
5456,PXLW,Pixelworks
5457,PLYA,Playa Hotels  Resorts NV
5458,PLXS,Plexus
5459,PLUG,Plug Power
5460,PLBC,Plumas Ban
5461,PSTI,Pluristem Therapeutics
5462,PLXP,PLx Pharma
5463,PBSK,Poage Bankshares
5464,PNTR,Pointer Telocation Ltd
5465,PCOM,Points International Ltd
5466,POLA,Polar Power
5467,COOL,PolarityTE
5468,POOL,Pool
5469,POPE,Pope Resources
5470,BPOP,Popular
5471,BPOPM,Popular
5472,BPOPN,Popular
5473,PBIB,Porter Ban
5474,PTLA,Portola Pharmaceuticals
5475,PBPB,Potbelly
5476,PCH,Potlatch
5477,POWL,Powell Industries
5478,POWI,Power Integrations
5479,PLW,PowerShares 130 Laddered Treasury Portfolio
5480,PKW,PowerShares BuyBack Achievers Portfolio
5481,PFM,PowerShares Dividend Achievers Portfolio
5482,PYZ,PowerShares DWA Basic Materials Momentum Portfolio
5483,PEZ,PowerShares DWA Consumer Cyclicals Momentum Portfolio
5484,PSL,PowerShares DWA Consumer Staples Momentum Portfolio
5485,PIZ,PowerShares DWA Developed Markets Momentum Portfolio
5486,PIE,PowerShares DWA Emerging Markets Momentum Portfolio
5487,PXI,PowerShares DWA Energy Momentum Portfolio
5488,PFI,PowerShares DWA Financial Momentum Portfolio
5489,PTH,PowerShares DWA Healthcare Momentum Portfolio
5490,PRN,PowerShares DWA Industrials Momentum Portfolio
5491,DWLV,PowerShares DWA Momentum  Low Volatility Rotation Portfolio
5492,PDP,PowerShares DWA Momentum Portfolio
5493,DWAQ,PowerShares DWA NASDAQ Momentum Portfolio
5494,DWAS,PowerShares DWA SmallCap Momentum Portfolio
5495,DWIN,PowerShares DWA Tactical MultiAsset ome Portfolio
5496,DWTR,PowerShares DWA Tactical Sector Rotation Portfolio
5497,PTF,PowerShares DWA Technology Momenum Portfolio
5498,PUI,PowerShares DWA Utilities Momentum Portfolio
5499,IDLB,PowerShares FTSE International Low Beta Equal Weight Portfolio
5500,PRFZ,PowerShares FTSE RAFI US 1500 SmallMid Portfolio
5501,PAGG,PowerShares Global Agriculture Portfolio
5502,PSAU,PowerShares Global Gold  Precious Metals Portfolio
5503,PIO,PowerShares Global Water Portfolio
5504,PGJ,PowerShares Golden Dragon China Portfolio
5505,PEY,PowerShares High Yield Equity Dividend Achievers Portfolio
5506,IPKW,PowerShares International BuyBack Achievers Portfolio
5507,PID,PowerShares International Dividend Achievers Portfolio
5508,KBWB,PowerShares KBW Bank Portfolio
5509,KBWD,PowerShares KBW High Dividend Yield Financial Portfolio
5510,KBWY,PowerShares KBW Premium Yield Equity REIT Portfolio
5511,KBWP,PowerShares KBW Property  Casualty Insurance Portfolio
5512,KBWR,PowerShares KBW Regional Banking Portfolio
5513,LDRI,PowerShares LadderRite 05 Year orate Portfolio
5514,LALT,PowerShares MultiStrategy Alternative Portfolio
5515,PNQI,PowerShares Nasdaq Internet Portfolio
5516,PDBC,PowerShares Optimum Yield Diversified modity Strategy No K
5517,QQQ,PowerShares QQQ  Series 1
5518,USLB,PowerShares Russell 1000 Low Beta Equal Weight Portfolio
5519,PSCD,PowerShares SP SmallCap Consumer Discretionary Portfolio
5520,PSCC,PowerShares SP SmallCap Consumer Staples Portfolio
5521,PSCE,PowerShares SP SmallCap Energy Portfolio
5522,PSCF,PowerShares SP SmallCap Financials Portfolio
5523,PSCH,PowerShares SP SmallCap Health Care Portfolio
5524,PSCI,PowerShares SP SmallCap Industrials Portfolio
5525,PSCT,PowerShares SP SmallCap Information Technology Portfolio
5526,PSCM,PowerShares SP SmallCap Materials Portfolio
5527,PSCU,PowerShares SP SmallCap Utilities Portfolio
5528,VRIG,PowerShares Variable Rate Investment Grade Portfolio
5529,PHO,PowerShares Water Resources Portfolio
5530,PRAA,PRA Group
5531,PRAH,PRA Health Sciences
5532,PRAN,Prana Biotechnology Ltd
5533,PRPO,Precipio
5534,PFBC,Preferred Bank
5535,PLPC,Preformed Line Products pany
5536,PFBI,Premier Financial Ban
5537,PINC,Premier
5538,LENS,Presbia PLC
5539,PSDO,Presidio
5540,PRGX,PRGX Global
5541,PSMT,PriceSmart
5542,PNRG,PrimeEnergy
5543,PRMW,Primo Water
5544,PRIM,Primoris Services
5545,PVAL,Pripal Contrarian Value Index ETF
5546,PFG,Pripal Financial Group
5547,BTEC,Pripal Healthcare Innovators Index ETF
5548,PXUS,Pripal International MultiFactor Index ETF
5549,GENY,Pripal Millennials Index ETF
5550,PSET,Pripal Price Setters Index ETF
5551,PY,Pripal Shareholder Yield Index ETF
5552,PMOM,Pripal Sustainable Momentum Index ETF
5553,USMC,Pripal US MegaCap MultiFactor Index ETF
5554,PSC,Pripal US SmallCap MultiFactor Index ETF
5555,PDEX,ProDex
5556,IPDN,Professional Diversity Network
5557,PFIE,Profire Energy
5558,PGNX,Progenics Pharmaceuticals
5559,PRGS,Progress Software
5560,PFPT,Proofpoint
5561,PRPH,ProPhase Labs
5562,PRQR,ProQR Therapeutics NV
5563,EQRR,ProShares Equities for Rising Rates ETF
5564,BIB,ProShares Ultra Nasdaq Biotechnology
5565,UBIO,Proshares UltraPro Nasdaq Biotechnology
5566,TQQQ,ProShares UltraPro QQQ
5567,ZBIO,ProShares UltraPro Short NASDAQ Biotechnology
5568,SQQQ,ProShares UltraPro Short QQQ
5569,BIS,ProShares UltraShort Nasdaq Biotechnology
5570,PSEC,Prospect Capital
5571,PTGX,Protagonist Therapeutics
5572,PRTO,Proteon Therapeutics
5573,PTI,Proteostasis Therapeutics
5574,PRTA,Prothena  plc
5575,PVBC,Provident Ban
5576,PROV,Provident Financial Holdings
5577,PBIP,Prudential Ban
5578,PSDV,pSivida
5579,PMD,Psychemedics
5580,PTC,PTC
5581,PTCT,PTC Therapeutics
5582,PULM,Pulmatrix
5583,PLSE,Pulse Biosciences
5584,PBYI,Puma Biotechnology
5585,PCYO,Pure Cycle
5586,PXS,Pyxis Tankers
5587,QADA,QAD
5588,QADB,QAD
5589,QCRH,QCR Holdings
5590,QGEN,Qiagen NV
5591,QIWI,QIWI plc
5592,QRVO,Qorvo
5593,QCOM,QUALM orporated
5594,QSII,Quality Systems
5595,QBAK,Qualstar
5596,QLYS,Qualys
